order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales
CA-2018-143035,2018-10-03,2018-10-05,Second Class,CC-12430,FUR-FU-10001934,83.92
CA-2018-143035,2018-10-03,2018-10-05,Second Class,CC-12430,OFF-AR-10001130,6.63
CA-2018-143035,2018-10-03,2018-10-05,Second Class,CC-12430,TEC-AC-10002049,371.97
CA-2018-123981,2018-10-02,2018-10-08,Standard Class,RW-19630,TEC-PH-10002115,65.99
CA-2018-116113,2018-10-02,2018-10-06,Second Class,JW-15220,FUR-FU-10002963,10.16
CA-2018-152926,2018-10-02,2018-10-04,Second Class,SC-20695,OFF-AP-10004708,15224
CA-2018-152926,2018-10-02,2018-10-04,Second Class,SC-20695,OFF-AP-10001947,21984
CA-2018-101308,2018-10-02,2018-10-07,Standard Class,FG-14260,OFF-FA-10002780,8.94
CA-2018-101308,2018-10-02,2018-10-07,Standard Class,FG-14260,TEC-PH-10003800,84784
CA-2018-105914,2018-10-02,2018-10-08,Standard Class,PV-18985,OFF-BI-10002854,112.12
CA-2018-105914,2018-10-02,2018-10-08,Standard Class,PV-18985,OFF-ST-10003716,1575.14
US-2018-162558,2018-10-02,2018-10-05,First Class,Dp-13240,FUR-FU-10002364,11808
US-2018-162558,2018-10-02,2018-10-05,First Class,Dp-13240,FUR-FU-10004864,9656
US-2018-162558,2018-10-02,2018-10-05,First Class,Dp-13240,OFF-PA-10003172,20736
US-2018-162558,2018-10-02,2018-10-05,First Class,Dp-13240,OFF-BI-10000977,27.36
US-2018-162558,2018-10-02,2018-10-05,First Class,Dp-13240,FUR-TA-10000198,2314116
US-2018-162558,2018-10-02,2018-10-05,First Class,Dp-13240,OFF-BI-10003984,34236
US-2018-162558,2018-10-02,2018-10-05,First Class,Dp-13240,FUR-FU-10003691,19.76
CA-2018-152275,2018-10-01,2018-10-08,Standard Class,KH-16630,OFF-AR-10000369,6672
CA-2018-156951,2018-10-01,2018-10-08,Standard Class,EB-13840,OFF-PA-10004530,91.84
CA-2018-156951,2018-10-01,2018-10-08,Standard Class,EB-13840,OFF-BI-10001107,81088
CA-2018-156951,2018-10-01,2018-10-08,Standard Class,EB-13840,OFF-PA-10004451,19.44
CA-2018-156951,2018-10-01,2018-10-08,Standard Class,EB-13840,FUR-CH-10004997,451152
CA-2018-113418,2018-10-01,2018-10-03,First Class,CM-12655,TEC-MA-10002428,1704.89
US-2018-139577,2018-10-01,2018-10-06,Standard Class,TN-21040,TEC-AC-10004708,104.75
CA-2018-147452,2018-09-30,2018-10-03,First Class,CS-11845,OFF-PA-10001838,11.76
CA-2018-147452,2018-09-30,2018-10-03,First Class,CS-11845,OFF-PA-10004039,167.94
CA-2018-147452,2018-09-30,2018-10-03,First Class,CS-11845,OFF-AP-10001626,3.89
US-2018-120908,2018-09-30,2018-10-02,First Class,BF-10975,OFF-LA-10004677,20664
CA-2018-123029,2018-09-30,2018-10-02,Second Class,BT-11530,TEC-AC-10002402,159.98
US-2018-130603,2018-09-30,2018-10-06,Standard Class,SC-20050,OFF-BI-10000301,11646
CA-2018-148138,2018-09-29,2018-10-03,Standard Class,ME-18010,OFF-ST-10000563,51168
CA-2018-126676,2018-09-29,2018-10-01,First Class,FH-14365,OFF-EN-10004846,7.98
CA-2018-100314,2018-09-29,2018-10-05,Standard Class,AS-10630,OFF-LA-10001569,7968
CA-2018-100314,2018-09-29,2018-10-05,Standard Class,AS-10630,OFF-EN-10000461,27968
CA-2018-100314,2018-09-29,2018-10-05,Standard Class,AS-10630,TEC-MA-10003066,336.51
CA-2018-121300,2018-09-29,2018-09-29,Same Day,MG-17680,FUR-CH-10003774,63686
CA-2018-121300,2018-09-29,2018-09-29,Same Day,MG-17680,TEC-AC-10004571,239976
CA-2018-121300,2018-09-29,2018-09-29,Same Day,MG-17680,FUR-TA-10004442,344.22
CA-2018-121300,2018-09-29,2018-09-29,Same Day,MG-17680,OFF-PA-10002787,15552
CA-2018-121300,2018-09-29,2018-09-29,Same Day,MG-17680,FUR-FU-10004586,21248
CA-2018-121300,2018-09-29,2018-09-29,Same Day,MG-17680,OFF-PA-10002606,8448
CA-2018-160017,2018-09-28,2018-10-02,Standard Class,SP-20860,OFF-PA-10001800,10368
CA-2018-152205,2018-09-28,2018-10-05,Standard Class,SF-20965,OFF-BI-10004094,2655
US-2018-125717,2018-09-28,2018-10-01,First Class,DS-13030,FUR-FU-10001979,32776
US-2018-125717,2018-09-28,2018-10-01,First Class,DS-13030,OFF-ST-10001522,147184
US-2018-125717,2018-09-28,2018-10-01,First Class,DS-13030,TEC-AC-10003657,54384
US-2018-125717,2018-09-28,2018-10-01,First Class,DS-13030,OFF-BI-10001718,76776
US-2018-125717,2018-09-28,2018-10-01,First Class,DS-13030,OFF-PA-10003022,14352
US-2018-125717,2018-09-28,2018-10-01,First Class,DS-13030,OFF-AP-10000891,209792
US-2018-106145,2018-09-26,2018-09-26,Same Day,RA-19885,OFF-EN-10001028,71.88
US-2018-106145,2018-09-26,2018-09-26,Same Day,RA-19885,FUR-FU-10003829,9.24
US-2018-106145,2018-09-26,2018-09-26,Same Day,RA-19885,OFF-PA-10002245,35.88
US-2018-106145,2018-09-26,2018-09-26,Same Day,RA-19885,OFF-BI-10002215,17.04
US-2018-106145,2018-09-26,2018-09-26,Same Day,RA-19885,OFF-BI-10003925,931176
CA-2018-129490,2018-09-26,2018-09-30,Standard Class,SJ-20125,FUR-CH-10003298,419136
CA-2018-156391,2018-09-26,2018-09-28,First Class,SL-20155,OFF-AR-10003251,2224
CA-2018-169929,2018-09-25,2018-09-28,First Class,LS-17200,OFF-ST-10002352,39.9
CA-2018-112004,2018-09-25,2018-09-28,First Class,AH-10075,OFF-BI-10003476,8595
CA-2018-112004,2018-09-25,2018-09-28,First Class,AH-10075,OFF-SU-10000157,190896
CA-2018-122112,2018-09-25,2018-09-29,Standard Class,CA-11965,OFF-EN-10004459,24448
CA-2018-142034,2018-09-24,2018-09-28,Standard Class,KB-16240,TEC-AC-10002305,72
CA-2018-142034,2018-09-24,2018-09-28,Standard Class,KB-16240,TEC-AC-10000990,655.9
CA-2018-142034,2018-09-24,2018-09-28,Standard Class,KB-16240,FUR-CH-10000665,603.92
CA-2018-160325,2018-09-24,2018-09-24,Same Day,BP-11095,TEC-PH-10000984,391.98
CA-2018-160325,2018-09-24,2018-09-24,Same Day,BP-11095,TEC-PH-10001944,437.85
CA-2018-122364,2018-09-24,2018-09-29,Standard Class,FA-14230,TEC-PH-10001817,859.2
CA-2018-122364,2018-09-24,2018-09-29,Standard Class,FA-14230,TEC-MA-10001031,506.28
CA-2018-121839,2018-09-24,2018-09-28,Standard Class,MH-18115,TEC-PH-10002885,1169694
CA-2018-134096,2018-09-24,2018-09-29,Standard Class,PP-18955,TEC-PH-10000526,383.96
CA-2018-134096,2018-09-24,2018-09-29,Standard Class,PP-18955,OFF-BI-10004002,15.57
US-2018-132675,2018-09-24,2018-09-28,Standard Class,KF-16285,OFF-ST-10004950,15.51
US-2018-132675,2018-09-24,2018-09-28,Standard Class,KF-16285,TEC-PH-10003171,89.9
US-2018-132675,2018-09-24,2018-09-28,Standard Class,KF-16285,OFF-AR-10000614,14.28
US-2018-132675,2018-09-24,2018-09-28,Standard Class,KF-16285,OFF-AR-10000034,12.72
US-2018-132675,2018-09-24,2018-09-28,Standard Class,KF-16285,OFF-LA-10003766,15.75
CA-2018-130148,2018-09-24,2018-09-28,Second Class,NK-18490,OFF-PA-10000551,31.08
CA-2018-130148,2018-09-24,2018-09-28,Second Class,NK-18490,OFF-SU-10001574,7.3
CA-2018-121412,2018-09-23,2018-09-27,Standard Class,BG-11695,FUR-FU-10000246,29328
CA-2018-103520,2018-09-23,2018-09-25,First Class,MH-17785,OFF-PA-10001846,9248
CA-2018-138422,2018-09-23,2018-09-26,First Class,KN-16705,OFF-EN-10004147,14352
CA-2018-166317,2018-09-22,2018-09-26,Standard Class,JE-15610,OFF-PA-10004475,219.84
CA-2018-166317,2018-09-22,2018-09-26,Standard Class,JE-15610,TEC-AC-10004510,98.16
CA-2018-166317,2018-09-22,2018-09-26,Standard Class,JE-15610,OFF-BI-10002976,33.04
CA-2018-166317,2018-09-22,2018-09-26,Standard Class,JE-15610,TEC-PH-10001615,86.97
US-2018-108245,2018-09-22,2018-09-27,Standard Class,SH-19975,OFF-EN-10001415,13392
US-2018-108245,2018-09-22,2018-09-27,Standard Class,SH-19975,OFF-BI-10000773,11228
US-2018-103226,2018-09-22,2018-09-28,Standard Class,DW-13195,OFF-PA-10002666,27.18
CA-2018-136000,2018-09-22,2018-09-25,Second Class,SC-20440,OFF-BI-10004828,40176
CA-2018-167381,2018-09-22,2018-09-24,Second Class,EH-14005,FUR-BO-10001972,241.96
CA-2018-167381,2018-09-22,2018-09-24,Second Class,EH-14005,OFF-LA-10000134,27.72
CA-2018-102967,2018-09-22,2018-09-26,Standard Class,MG-17890,OFF-ST-10001590,67.4
CA-2018-165155,2018-09-21,2018-09-23,First Class,BM-11575,OFF-ST-10004950,15.51
CA-2018-139619,2018-09-19,2018-09-23,Standard Class,ES-14080,OFF-ST-10003282,95616
CA-2018-143378,2018-09-19,2018-09-25,Standard Class,JR-16210,TEC-PH-10001425,191976
CA-2018-143378,2018-09-19,2018-09-25,Standard Class,JR-16210,OFF-AR-10001915,23832
CA-2018-143378,2018-09-19,2018-09-25,Standard Class,JR-16210,FUR-FU-10004864,409216
CA-2018-143378,2018-09-19,2018-09-25,Standard Class,JR-16210,FUR-BO-10001972,72588
CA-2018-102974,2018-09-19,2018-09-24,Standard Class,DP-13105,TEC-AC-10000057,149.95
CA-2018-102974,2018-09-19,2018-09-24,Standard Class,DP-13105,OFF-AR-10000914,23.32
CA-2018-102974,2018-09-19,2018-09-24,Standard Class,DP-13105,OFF-AR-10004956,16.74
CA-2018-139787,2018-09-19,2018-09-23,Standard Class,JP-16135,OFF-AR-10002445,35.4
CA-2018-160801,2018-09-19,2018-09-19,Same Day,FG-14260,OFF-BI-10001132,4842
CA-2018-106180,2018-09-18,2018-09-23,Standard Class,SH-19975,OFF-AR-10000940,8.82
CA-2018-106180,2018-09-18,2018-09-23,Standard Class,SH-19975,OFF-EN-10004030,10.86
CA-2018-106180,2018-09-18,2018-09-23,Standard Class,SH-19975,OFF-PA-10004327,143.7
CA-2018-133333,2018-09-18,2018-09-22,Standard Class,BF-11020,OFF-PA-10002377,22.72
CA-2018-148068,2018-09-18,2018-09-25,Standard Class,MM-18280,OFF-PA-10001639,19.44
CA-2018-148068,2018-09-18,2018-09-25,Standard Class,MM-18280,FUR-FU-10002268,9.82
CA-2018-164756,2018-09-18,2018-09-22,Standard Class,SS-20140,TEC-PH-10001552,95.68
CA-2018-164756,2018-09-18,2018-09-22,Standard Class,SS-20140,OFF-PA-10000673,50.96
CA-2018-164756,2018-09-18,2018-09-22,Standard Class,SS-20140,OFF-AR-10000380,113.94
CA-2018-164756,2018-09-18,2018-09-22,Standard Class,SS-20140,OFF-PA-10003848,25.92
CA-2018-164756,2018-09-18,2018-09-22,Standard Class,SS-20140,FUR-FU-10002963,20.32
CA-2018-164756,2018-09-18,2018-09-22,Standard Class,SS-20140,TEC-PH-10002447,411.98
CA-2018-164756,2018-09-18,2018-09-22,Standard Class,SS-20140,OFF-SU-10004261,34.48
CA-2018-164756,2018-09-18,2018-09-22,Standard Class,SS-20140,OFF-PA-10003228,244.55
CA-2018-140508,2018-09-18,2018-09-21,First Class,PA-19060,OFF-EN-10000927,114848
CA-2018-112515,2018-09-17,2018-09-21,Second Class,AS-10225,OFF-BI-10000829,10776
CA-2018-112515,2018-09-17,2018-09-21,Second Class,AS-10225,OFF-BI-10003712,11784
CA-2018-112515,2018-09-17,2018-09-21,Second Class,AS-10225,OFF-PA-10000062,164.88
CA-2018-112515,2018-09-17,2018-09-21,Second Class,AS-10225,FUR-BO-10003404,1292.94
CA-2018-112515,2018-09-17,2018-09-21,Second Class,AS-10225,OFF-BI-10004233,25584
CA-2018-112515,2018-09-17,2018-09-21,Second Class,AS-10225,OFF-ST-10001272,261.74
CA-2018-112515,2018-09-17,2018-09-21,Second Class,AS-10225,OFF-LA-10001175,14.4
CA-2018-157931,2018-09-17,2018-09-22,Second Class,MO-17800,FUR-CH-10000785,723.92
CA-2018-157931,2018-09-17,2018-09-22,Second Class,MO-17800,OFF-PA-10000474,106.32
CA-2018-105669,2018-09-17,2018-09-22,Second Class,SJ-20125,OFF-AR-10000390,9912
CA-2018-105669,2018-09-17,2018-09-22,Second Class,SJ-20125,FUR-CH-10003774,318.43
CA-2018-105669,2018-09-17,2018-09-22,Second Class,SJ-20125,OFF-BI-10002412,5.8
CA-2018-105669,2018-09-17,2018-09-22,Second Class,SJ-20125,TEC-PH-10002415,1415.76
CA-2018-118136,2018-09-16,2018-09-17,First Class,BB-10990,OFF-PA-10002615,8.82
CA-2018-118136,2018-09-16,2018-09-17,First Class,BB-10990,OFF-AR-10001427,5.98
CA-2018-130715,2018-09-16,2018-09-20,Standard Class,CY-12745,OFF-FA-10000621,17.9
CA-2018-134173,2018-09-16,2018-09-21,Standard Class,AB-10060,OFF-PA-10004355,20736
CA-2018-130043,2018-09-15,2018-09-19,Standard Class,BB-11545,OFF-PA-10002230,31872
CA-2018-124205,2018-09-15,2018-09-19,Standard Class,TC-21145,FUR-FU-10002445,47.4
CA-2018-124205,2018-09-15,2018-09-19,Standard Class,TC-21145,FUR-CH-10003606,512.96
CA-2018-124205,2018-09-15,2018-09-19,Standard Class,TC-21145,TEC-PH-10002115,395.94
CA-2018-124205,2018-09-15,2018-09-19,Standard Class,TC-21145,OFF-ST-10000934,81.96
CA-2018-163020,2018-09-15,2018-09-19,Standard Class,MO-17800,FUR-FU-10000221,35.56
CA-2018-139822,2018-09-15,2018-09-21,Standard Class,Dp-13240,OFF-ST-10000943,38.62
CA-2018-139822,2018-09-15,2018-09-21,Standard Class,Dp-13240,TEC-AC-10001090,59.98
CA-2018-127096,2018-09-15,2018-09-17,Second Class,CS-12400,FUR-TA-10003473,300904
CA-2018-115882,2018-09-14,2018-09-17,First Class,DB-13555,OFF-AP-10002534,942784
CA-2018-115882,2018-09-14,2018-09-17,First Class,DB-13555,OFF-PA-10001125,74352
CA-2018-152975,2018-09-14,2018-09-16,First Class,RB-19705,TEC-PH-10004586,1079.85
CA-2018-152975,2018-09-14,2018-09-16,First Class,RB-19705,OFF-ST-10001370,70.98
CA-2018-152975,2018-09-14,2018-09-16,First Class,RB-19705,OFF-AR-10001988,29.95
CA-2018-152975,2018-09-14,2018-09-16,First Class,RB-19705,FUR-CH-10003298,589.41
CA-2018-108749,2018-09-12,2018-09-15,First Class,DJ-13510,OFF-PA-10003797,45.36
CA-2018-108749,2018-09-12,2018-09-15,First Class,DJ-13510,OFF-BI-10003707,45.78
CA-2018-166898,2018-09-11,2018-09-13,Second Class,KH-16630,TEC-PH-10002564,143952
CA-2018-166898,2018-09-11,2018-09-13,Second Class,KH-16630,OFF-PA-10002262,19.44
CA-2018-124898,2018-09-11,2018-09-15,Standard Class,DB-12910,OFF-PA-10003656,184.66
CA-2018-149559,2018-09-11,2018-09-12,Same Day,KF-16285,OFF-PA-10003172,12.96
CA-2018-149559,2018-09-11,2018-09-12,Same Day,KF-16285,OFF-EN-10002312,22.18
CA-2018-149559,2018-09-11,2018-09-12,Same Day,KF-16285,FUR-CH-10002320,2054272
CA-2018-120999,2018-09-10,2018-09-15,Standard Class,LC-16930,TEC-PH-10004093,147168
CA-2018-128370,2018-09-10,2018-09-10,Same Day,FH-14275,FUR-CH-10002602,362352
CA-2018-128370,2018-09-10,2018-09-10,Same Day,FH-14275,OFF-BI-10004140,7184
CA-2018-126438,2018-09-10,2018-09-13,First Class,AR-10345,OFF-AR-10003338,14.88
CA-2018-147403,2018-09-10,2018-09-13,First Class,KH-16630,OFF-PA-10003302,85056
CA-2018-152093,2018-09-10,2018-09-15,Standard Class,SN-20560,OFF-BI-10003527,762594
US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,FUR-CH-10004860,141372
US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,OFF-BI-10002432,3036
US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,OFF-BI-10000069,4503
US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,OFF-AR-10003602,4672
US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,TEC-AC-10004469,95.88
US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,FUR-FU-10001867,17024
US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,TEC-AC-10003174,258696
US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,TEC-PH-10002200,1931958
CA-2018-147361,2018-09-09,2018-09-15,Standard Class,SB-20290,OFF-ST-10001809,628.81
CA-2018-147361,2018-09-09,2018-09-15,Standard Class,SB-20290,OFF-ST-10002214,56.45
CA-2018-100825,2018-09-09,2018-09-14,Standard Class,KD-16495,OFF-ST-10003123,99.87
CA-2018-139444,2018-09-09,2018-09-15,Standard Class,GK-14620,OFF-LA-10000134,9856
US-2018-146213,2018-09-09,2018-09-14,Standard Class,MC-17605,TEC-AC-10001114,159.96
CA-2018-168403,2018-09-09,2018-09-15,Standard Class,DK-12835,OFF-PA-10002036,31104
CA-2018-168403,2018-09-09,2018-09-15,Standard Class,DK-12835,OFF-AP-10003278,11176
CA-2018-158036,2018-09-08,2018-09-14,Standard Class,DB-13555,TEC-AC-10002558,9096
CA-2018-152856,2018-09-08,2018-09-10,Second Class,RS-19765,TEC-AC-10004864,116832
CA-2018-126396,2018-09-08,2018-09-12,Second Class,AR-10345,TEC-AC-10003116,85.2
US-2018-124779,2018-09-08,2018-09-11,First Class,BF-11020,OFF-BI-10002429,42616
US-2018-124779,2018-09-08,2018-09-11,First Class,BF-11020,TEC-CO-10001943,319984
US-2018-124779,2018-09-08,2018-09-11,First Class,BF-11020,OFF-FA-10004854,45.92
US-2018-124779,2018-09-08,2018-09-11,First Class,BF-11020,FUR-FU-10001095,21184
US-2018-124779,2018-09-08,2018-09-11,First Class,BF-11020,OFF-PA-10000061,20736
US-2018-124779,2018-09-08,2018-09-11,First Class,BF-11020,FUR-CH-10003535,213.43
CA-2018-132437,2018-09-08,2018-09-13,Second Class,EM-14095,OFF-ST-10001031,65.12
CA-2018-144456,2018-09-08,2018-09-09,First Class,FC-14245,OFF-ST-10001321,61.68
CA-2018-144456,2018-09-08,2018-09-09,First Class,FC-14245,TEC-PH-10001750,158376
CA-2018-148929,2018-09-07,2018-09-11,Standard Class,SP-20620,OFF-ST-10003282,478.08
CA-2018-128769,2018-09-07,2018-09-12,Standard Class,DM-12955,OFF-AP-10001271,81568
CA-2018-100335,2018-09-07,2018-09-13,Standard Class,NF-18595,OFF-PA-10001685,73008
CA-2018-103877,2018-09-07,2018-09-14,Standard Class,RD-19660,OFF-BI-10003650,1577.94
CA-2018-163692,2018-09-07,2018-09-09,First Class,Dp-13240,OFF-BI-10003291,7857
CA-2018-107293,2018-09-05,2018-09-06,First Class,CS-12400,OFF-AR-10003732,2.78
CA-2018-120705,2018-09-05,2018-09-11,Standard Class,MG-17875,OFF-ST-10001522,147184
CA-2018-102750,2018-09-04,2018-09-08,Second Class,GM-14695,FUR-TA-10000198,1322352
CA-2018-140326,2018-09-04,2018-09-06,First Class,HW-14935,FUR-BO-10000112,825174
CA-2018-140326,2018-09-04,2018-09-06,First Class,HW-14935,OFF-PA-10004041,17.76
CA-2018-140326,2018-09-04,2018-09-06,First Class,HW-14935,OFF-AR-10001149,6912
CA-2018-117261,2018-09-04,2018-09-10,Standard Class,TH-21235,OFF-ST-10000419,54.32
CA-2018-137582,2018-09-04,2018-09-08,Standard Class,CV-12805,OFF-BI-10001757,11808
US-2018-147655,2018-09-04,2018-09-05,First Class,AS-10045,OFF-BI-10002931,88074
CA-2018-101182,2018-09-04,2018-09-05,First Class,KB-16405,OFF-PA-10001800,12.96
CA-2018-101182,2018-09-04,2018-09-05,First Class,KB-16405,TEC-PH-10003589,43176
CA-2018-100783,2018-09-04,2018-09-08,Second Class,JK-16120,OFF-AR-10000380,30384
CA-2018-161823,2018-09-03,2018-09-08,Standard Class,AG-10300,OFF-AR-10002053,5.96
CA-2018-167626,2018-09-03,2018-09-07,Standard Class,MY-18295,OFF-PA-10003424,8904
CA-2018-167626,2018-09-03,2018-09-07,Standard Class,MY-18295,TEC-AC-10004353,100.8
CA-2018-123022,2018-09-03,2018-09-08,Standard Class,SC-20050,OFF-BI-10002225,82.56
CA-2018-123022,2018-09-03,2018-09-08,Standard Class,SC-20050,TEC-AC-10000474,284.97
CA-2018-161067,2018-09-03,2018-09-06,Second Class,KB-16405,OFF-PA-10000418,419.4
CA-2018-161067,2018-09-03,2018-09-06,Second Class,KB-16405,FUR-CH-10004626,90801
CA-2018-161067,2018-09-03,2018-09-06,Second Class,KB-16405,FUR-CH-10004860,181764
CA-2018-161067,2018-09-03,2018-09-06,Second Class,KB-16405,OFF-AR-10003251,5.56
CA-2018-114552,2018-09-02,2018-09-08,Standard Class,Dl-13600,FUR-FU-10002960,15072
CA-2018-157987,2018-09-02,2018-09-06,Standard Class,AC-10615,OFF-AR-10000658,23.1
CA-2018-157987,2018-09-02,2018-09-06,Standard Class,AC-10615,FUR-FU-10001196,11.54
CA-2018-157987,2018-09-02,2018-09-06,Standard Class,AC-10615,FUR-TA-10001889,254526
CA-2018-157987,2018-09-02,2018-09-06,Standard Class,AC-10615,OFF-AP-10000358,12.98
CA-2018-157987,2018-09-02,2018-09-06,Standard Class,AC-10615,OFF-BI-10004970,26432
CA-2018-157987,2018-09-02,2018-09-06,Standard Class,AC-10615,TEC-PH-10003885,197.97
CA-2018-157987,2018-09-02,2018-09-06,Standard Class,AC-10615,OFF-LA-10001641,18.9
CA-2018-157987,2018-09-02,2018-09-06,Standard Class,AC-10615,FUR-CH-10003379,1282.41
CA-2018-157987,2018-09-02,2018-09-06,Standard Class,AC-10615,OFF-AR-10004582,4.92
CA-2018-157987,2018-09-02,2018-09-06,Standard Class,AC-10615,TEC-AC-10002842,238
CA-2018-157987,2018-09-02,2018-09-06,Standard Class,AC-10615,TEC-AC-10000109,167.97
CA-2018-157987,2018-09-02,2018-09-06,Standard Class,AC-10615,OFF-PA-10003893,17.12
CA-2018-111220,2018-09-02,2018-09-08,Standard Class,JS-15595,OFF-FA-10002280,16
CA-2018-111220,2018-09-02,2018-09-08,Standard Class,JS-15595,OFF-AP-10003278,5588
CA-2018-111220,2018-09-02,2018-09-08,Standard Class,JS-15595,OFF-ST-10003994,235.92
CA-2018-137596,2018-09-02,2018-09-07,Standard Class,BE-11335,TEC-PH-10001494,1199.8
CA-2018-137596,2018-09-02,2018-09-07,Standard Class,BE-11335,TEC-AC-10004666,1928.78
CA-2018-137596,2018-09-02,2018-09-07,Standard Class,BE-11335,OFF-ST-10003816,352.38
CA-2018-111388,2018-09-02,2018-09-02,Same Day,SU-20665,FUR-CH-10003061,215976
CA-2018-128041,2018-09-01,2018-09-01,Same Day,RW-19540,OFF-AP-10001005,314.6
CA-2018-128041,2018-09-01,2018-09-01,Same Day,RW-19540,FUR-TA-10002607,283.56
US-2018-135230,2018-09-01,2018-09-07,Standard Class,CK-12325,OFF-AR-10001166,7.58
CA-2018-154074,2018-08-31,2018-09-02,Second Class,BW-11110,FUR-CH-10002331,569568
CA-2018-154074,2018-08-31,2018-09-02,Second Class,BW-11110,OFF-ST-10002370,149.73
CA-2018-107321,2018-08-31,2018-09-04,Standard Class,AW-10930,OFF-BI-10004022,6672
CA-2018-107321,2018-08-31,2018-09-04,Standard Class,AW-10930,TEC-PH-10002200,689408
CA-2018-127712,2018-08-31,2018-09-05,Standard Class,MG-17890,OFF-SU-10002522,6208
CA-2018-144064,2018-08-29,2018-09-01,First Class,CP-12085,OFF-LA-10004544,47.36
CA-2018-144064,2018-08-29,2018-09-01,First Class,CP-12085,OFF-ST-10004507,27.44
CA-2018-144064,2018-08-29,2018-09-01,First Class,CP-12085,OFF-BI-10002012,3.24
CA-2018-104024,2018-08-29,2018-09-03,Second Class,MD-17860,OFF-AR-10001972,9408
CA-2018-101014,2018-08-29,2018-09-04,Standard Class,RW-19540,FUR-FU-10003374,148.02
CA-2018-126067,2018-08-28,2018-09-03,Standard Class,KN-16705,TEC-PH-10000912,35168
CA-2018-126067,2018-08-28,2018-09-03,Standard Class,KN-16705,FUR-TA-10000617,1137.75
CA-2018-126067,2018-08-28,2018-09-03,Standard Class,KN-16705,OFF-BI-10001658,99.68
CA-2018-126067,2018-08-28,2018-09-03,Standard Class,KN-16705,OFF-AR-10003856,5.56
US-2018-169502,2018-08-28,2018-09-01,Standard Class,MG-17650,OFF-SU-10004115,21.81
US-2018-169502,2018-08-28,2018-09-01,Standard Class,MG-17650,OFF-AP-10001947,91.6
US-2018-134481,2018-08-27,2018-09-01,Standard Class,AR-10405,FUR-TA-10004915,1488424
US-2018-162208,2018-08-27,2018-08-30,First Class,SP-20620,OFF-EN-10004030,2896
CA-2018-161956,2018-08-27,2018-08-29,Second Class,DR-12880,FUR-FU-10002937,198.46
CA-2018-161956,2018-08-27,2018-08-29,Second Class,DR-12880,OFF-AP-10001242,321.92
CA-2018-161956,2018-08-27,2018-08-29,Second Class,DR-12880,TEC-CO-10001571,879984
CA-2018-161956,2018-08-27,2018-08-29,Second Class,DR-12880,OFF-SU-10002503,28.4
CA-2018-161956,2018-08-27,2018-08-29,Second Class,DR-12880,FUR-CH-10004886,230.28
CA-2018-161956,2018-08-27,2018-08-29,Second Class,DR-12880,OFF-PA-10001289,116.28
CA-2018-161956,2018-08-27,2018-08-29,Second Class,DR-12880,OFF-BI-10003650,841568
CA-2018-161956,2018-08-27,2018-08-29,Second Class,DR-12880,OFF-ST-10001370,354.9
CA-2018-130036,2018-08-27,2018-08-27,Same Day,BP-11185,OFF-PA-10000528,12672
CA-2018-130036,2018-08-27,2018-08-27,Same Day,BP-11185,TEC-AC-10001908,1119888
US-2018-139465,2018-08-27,2018-08-30,First Class,MR-17545,OFF-ST-10002352,63.84
US-2018-139465,2018-08-27,2018-08-30,First Class,MR-17545,TEC-PH-10000455,347.97
US-2018-139465,2018-08-27,2018-08-30,First Class,MR-17545,OFF-BI-10003910,37008
CA-2018-128475,2018-08-26,2018-09-01,Standard Class,SC-20680,TEC-AC-10000158,71.98
CA-2018-132584,2018-08-26,2018-08-27,First Class,HJ-14875,OFF-ST-10000344,53.72
CA-2018-123043,2018-08-24,2018-08-29,Standard Class,AH-10195,OFF-BI-10003910,24672
CA-2018-123043,2018-08-24,2018-08-29,Standard Class,AH-10195,OFF-BI-10000138,3744
US-2018-132381,2018-08-22,2018-08-24,First Class,Dp-13240,FUR-TA-10002356,314532
CA-2018-144750,2018-08-21,2018-08-21,Same Day,DL-13495,OFF-PA-10003395,83.88
CA-2018-121489,2018-08-21,2018-08-25,Second Class,CM-11815,FUR-CH-10004698,388704
CA-2018-121489,2018-08-21,2018-08-25,Second Class,CM-11815,OFF-ST-10000025,572.58
CA-2018-121489,2018-08-21,2018-08-25,Second Class,CM-11815,TEC-AC-10000682,33.18
CA-2018-112956,2018-08-21,2018-08-27,Standard Class,TH-21550,OFF-PA-10000357,277.4
CA-2018-112956,2018-08-21,2018-08-27,Standard Class,TH-21550,FUR-FU-10003976,25.16
CA-2018-112956,2018-08-21,2018-08-27,Standard Class,TH-21550,FUR-FU-10004960,91.92
CA-2018-137344,2018-08-20,2018-08-20,Same Day,EM-13810,OFF-ST-10000344,40.29
CA-2018-119011,2018-08-20,2018-08-25,Standard Class,LR-17035,OFF-SU-10004768,17.22
CA-2018-119011,2018-08-20,2018-08-25,Standard Class,LR-17035,OFF-ST-10000777,226.56
